drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
The Secret of My Love,"['romance', 'drama', 'family', 'melodrama']","['cheerful female lead', ""sisters' relationship"", 'nice female lead', 'hardworking male lead', 'hardworking female lead', 'successful male lead', 'secret', 'greed', 'jealousy', 'mother-son relationship ']",100,18-Sep-17,9-Feb-18,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],30,7.1,135,74841,8386,15+ - Teens 15 or older,579,"['Song Chang Eui', 'Kang Se Jung', 'Park Jung Ah', 'Kim Da Hyun', 'Lee Hwi Hyang', 'Jung Han Yong']",['KBS World'],6.5,7,N/A
The Silent Sea,"['thriller', 'mystery', 'horror', 'sci-fi']","['dystopia', 'environmental issues', 'space mission', 'investigation', 'future', 'water shortage', 'space travel', 'outer space', 'deadly mission', 'drama ']",8," Dec 24, 2021",N/A,['friday'],['Netflix'],50,8.2,11182,1005,398,15+ - Teens 15 or older,"22,467","['Bae Doo Na', 'Gong Yoo', 'Lee Joon', 'Kim Sun Young', 'Lee Moo Saeng', 'Lee Sung Wook']",['Netflix'],6.9,"19,908","During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets."
The Smile Has Left Your Eyes,"['thriller', 'mystery', 'romance', 'drama']","['antihero', 'psychological', 'murder', 'tragic past', 'smart male lead', 'investigation', 'eccentric male lead', 'cold man/warm woman', 'orphan male lead', 'melodrama ']",16,3-Oct-18,22-Nov-18,"['thursday', 'wednesday']",['tvN'],64,8.3,16824,633,129,15+ - Teens 15 or older,"47,173","['Seo In Guk', 'Jung So Min', 'Park Sung Woong', 'Seo Eun Soo', 'Go Min Si', 'Jang Young Nam']","['K-DRAMA', 'Apple TV', 'Viki']",7.9,"1,239","A detective takes on a murder case that was disguised as suicide and becomes obsessed with solving it. But his younger sister falls in love with a man that is somehow connected to the murder. The detective tries to push the two away from each other, because he knows the man isn't a good person but the young woman has sympathy for him."
The Sound of Magic,"['music', 'psychological', 'drama', 'fantasy']","['magician male lead', 'student', 'poor female lead', 'adapted from a webtoon', 'high school', 'growing up', 'youth', 'melodrama', 'musical', 'debt ']",6," May  6, 2022",N/A,['friday'],['Netflix'],70,8.4,13710,496,267,15+ - Teens 15 or older,"30,225","['Ji Chang Wook', 'Choi Sung Eun', 'Hwang In Youp', 'Oh So Hyun', 'Ji Hye Won', 'Hong Jung Min']",['Netflix'],7.7,"2,981","When she was little, Yun Ai dreamed of becoming a magician. But in reality, she's just a high school student who can't even afford new socks. After meeting a mysterious magician at a carnival, she decides to follow her dream."
The Sound of Your Heart,"['comedy', 'family', 'sitcom']","['mother-son relationship', 'father-son relationship', 'slice of life', 'adapted from a webtoon', 'short length series', 'web series', 'slow romance ']",20,7-Nov-16,28-Nov-16,"['monday', 'thursday']",['Naver TV Cast'],15,8.3,6577,585,684,15+ - Teens 15 or older,"14,782","['Lee Kwang Soo', 'Kim Dae Myung', 'Jung So Min', 'Kim Byung Ok', 'Kim  Mi Kyung', 'Park Sang Hoon']",['Netflix'],8.2,"1,151","Based on the longest-running webtoon ""Maeum-ui Sori"" in Korea, ""Sound of your heart"" is a story about Cho Seok, an aspiring comic writer, and his strange family."
The Spies Who Loved Me,"['action', 'mystery', 'comedy', 'romance']","['hidden identity', 'hidden past', 'fake identity', 'ex-husband returns', 'multiple marriages', 'successful female lead', 'hardworking female lead', 'secret organization', 'teamwork', 'smart female lead ']",16,21-Oct-20,17-Dec-20,"['wednesday', 'thursday']","['iQiyi', 'MBC']",70,7.6,2501,3701,1062,15+ - Teens 15 or older,"9,611","['Yoo In Na', 'Eric Mun', 'Im Joo Hwan', 'Kim Tae Woo', 'Jung Suk Yong', 'Cha Joo Young']",[],6.2,170,"""The Spy Who Loved Me"" is a suspenseful romantic comedy about a woman who inadvertently gets caught up in the world of espionage."
The Suspicious Housekeeper,"['mystery', 'drama', 'family', 'melodrama']","['housekeeper', 'smart female lead', 'calm female lead', 'badass female lead', 'detective supporting character', 'talented female lead', 'talented male lead', 'dark fiction', 'death', 'character development ']",20,23-Sep-13,26-Nov-13,"['monday', 'tuesday']",['SBS'],65,7.7,3535,2957,1197,15+ - Teens 15 or older,"8,570","['Choi Ji Woo', 'Lee Sung Jae', 'Kim So Hyun', 'Wang Ji Hye', 'Chae Sang Woo', 'Nam  Da Reum ']","['SBS World', 'Viki']",7.5,158,"A drama about a housekeeper Park Bok Nyeo, who gets hired to work for a family which has just lost its mother, leaving just the father and 4 children. But, she's strange. She is unsociable housekeeper who is perfect in what she does around the house but doesn't smile or show her feelings due to her mysterious past. Bok Nyeo will help the family healing process and rebuild their bonds.

—DramaWiki"
The Tale of Nokdu,"['action', 'historical', 'comedy', 'romance']","['cross-dressing', 'joseon dynasty', 'hidden identity', 'strong male lead', 'birth secret', 'strong female lead', 'gender bender', 'first love', 'martial arts master', 'smart male lead ']",32,30-Sep-19,25-Nov-19,"['monday', 'tuesday']",['KBS2'],33,8.4,18538,507,131,15+ - Teens 15 or older,"46,272","['Jang Dong Yoon', 'Kim So Hyun', 'Kang Tae Oh', 'Jung Joon Ho', 'Kim Tae Woo', 'Yoon Yoo Sun']","['WeTV', 'Apple TV', 'iflix', 'Viki']",7.8,"1,248","Jeon Nok Du is a man with extraordinary ambition to experience the big, wide world. With looks, brains, and athletic abilities, he is the epitome of perfection. After being swept up in an incident, he disguises himself as a woman to join a mysterious all-woman community and meets Dong Dong Joo. Dong Dong Joo is a prickly gisaeng trainee. Along with her fiery personality, she is clumsy, has absolutely no sense of rhythm, and is tone-deaf, which makes all of her peers look after her. However, she is skilled with her hands as she can make anything if given the right tools. Unable to stand injustice, she speaks her mind."
The Third Charm,"['food', 'comedy', 'romance', 'drama']","['time skip', 'first love', 'opposites attract', 'love triangle', 'meet again', 'nerdy male lead', 'poor female lead', 'nice male lead', 'love/hate relationship', 'filmed abroad ']",16,28-Sep-18,17-Nov-18,"['friday', 'saturday']",['jTBC'],75,6.8,4747,6061,707,15+ - Teens 15 or older,"14,388","['Seo Kang Joon', 'Esom', 'Min Woo Hyuk', 'Kim Yoon Hye', 'Lee Yoon Ji', 'Yang Dong Geun']","['WeTV', 'Netflix', 'iflix']",6.2,332,The series tells the 12 year love story of two people with completely opposite personality.
The Third Hospital,"['comedy', 'life', 'drama', 'medical']","['hospital setting', 'surgeon female lead', 'surgeon male lead', 'doctor female lead', 'doctor male lead', 'family ']",20,5-Sep-12,8-Nov-12,"['wednesday', 'thursday']",['tvN'],45,7.5,635,4009,4551,Not Yet Rated,"1,576","['Oh Ji Ho', 'Choi Soo Young', 'Kim Min Jung', 'Kim Seung Woo', 'Choi Yoon So', 'Nam Moon Chul']",[],N/A,N/A,N/A
The Three Musketeers,"['action', 'adventure', 'historical', 'romance']","['joseon dynasty', 'friendship', 'revenge', 'bromance', 'comedy', 'royalty', 'kind male lead', 'historical fiction', 'female antagonist', 'hidden identity ']",12,17-Aug-14,2-Nov-14,['sunday'],['tvN'],72,7.9,2670,1716,1239,15+ - Teens 15 or older,"8,284","['Jung Yong Hwa', 'Lee Jin Wook', 'Yang Dong Geun', 'Jung Hae In', 'Seo Hyun Jin', 'Yoo In Young']",[],7.3,121,"Park Dal Hyan, wishing to become a soldier, becomes involved with the Crown Prince and his faithful warriors who called themselves the 'Three Musketeers' in a Joseon ruled by a weak king and in conflict with the Quing dynasty."
The Time We Were Not in Love,"['comedy', 'romance', 'youth']","[""childhood friends' relationship"", 'mdl remake', 'career oriented female lead', 'infidelity', 'friends to lovers', 'nice male lead', 'unrequited love', 'love triangle', 'school', 'friendship ']",16,27-Jun-15,16-Aug-15,"['saturday', 'sunday']",['SBS'],64,7.5,7407,4214,548,15+ - Teens 15 or older,"17,914","['Ha Ji Won', 'Lee Jin Wook', 'Yoon Kyun Sang', 'Choo Soo Hyun', 'Shin Jung Keun', 'Seo Joo Hee']","['SBS World', 'Viki']",7.2,388,A romantic story of two best friends who were friends for last 20 years but never realize they have been in love all the time.
The Uncanny Counter,"['action', 'mystery', 'drama', 'supernatural']","['special power', 'righteous male lead', 'evil spirit', 'strong female lead', 'multiple mains', 'orphan male lead', 'spirit', 'school bullying', 'childhood trauma', 'nice male lead ']",16,28-Nov-20,24-Jan-21,"['saturday', 'sunday']","['Netflix', 'OCN']",70,8.8,29409,63,88,15+ - Teens 15 or older,"57,022","['Cho Byeong Kyu', 'Yoo  Joon Sang', 'Kim Se Jeong', 'Yeom Hye Ran', 'Ahn Suk Hwan', 'Lee Hong Nae']",['Netflix'],8,"6,195","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans."
The Undateables,"['comedy', 'romance', 'life', 'drama']","['smart male lead', 'matchmaking', 'jealousy', 'aquaphobia', 'mean male lead', 'heartbreak', 'seaside setting', 'arrogant male lead', 'family conflict', 'steamy kiss ']",32,23-May-18,19-Jul-18,"['wednesday', 'thursday']",['SBS'],35,7.6,5220,3452,733,15+ - Teens 15 or older,"14,000","['Namkoong Min', 'Hwang Jung Eum', 'Choi  Tae Joon', 'Lee  Joo Yeon', 'Jung Moon Sung', 'Oh Yoon Ah']","['SBS World', 'Viki']",N/A,N/A,N/A
The Vampire Detective,"['friendship', 'thriller', 'mystery', 'supernatural']","['bromance', 'mutant', 'slight romance', 'sassy female lead', 'pre-produced', 'death', 'superhuman strength', 'friends to lovers', 'strong female lead', 'tragic past ']",12,27-Mar-16,12-Jun-16,['sunday'],['OCN'],60,7.5,4368,4105,762,Not Yet Rated,"13,612","['Lee Joon', 'Oh Jung Se', 'Lee Se Young', 'Lee Chung Ah', 'Jo Bok Rae', 'Kim Yoon Hye']",[],N/A,N/A,N/A
The Veil,"['action', 'thriller', 'mystery', 'crime']","['badass male lead', 'antihero', 'smart male lead', 'national intelligence service', 'strong male lead', 'espionage', 'investigation', 'suspense', 'drama', 'agent male lead ']",12,17-Sep-21,23-Oct-21,"['friday', 'saturday']",['MBC'],70,8.3,4451,617,849,15+ - Teens 15 or older,"12,281","['Namkoong Min', 'Park Ha Sun', 'Kim Ji Eun', 'Jang Young Nam', 'Kim Jong Tae', 'Kim Do Hyun']","['Prime Video', 'Viki']",7.5,775,"A spy investigation show with a story about a top National Intelligence Service (NIS) agent. In his endeavor to uncover the internal traitor that brought him to his downfall, he confronts a much bigger enemy behind the organization."
The Village: Achiara's Secret,"['thriller', 'mystery', 'horror', 'supernatural']","['murder', 'ghost', 'ghost-seeing female lead', 'cross-dressing', 'investigation', 'birth secret', 'strong female lead', 'suspense', 'middle school', 'village setting ']",16,7-Oct-15,3-Dec-15,"['wednesday', 'thursday']",['SBS'],65,7.8,4661,2301,888,15+ - Teens 15 or older,"11,728","['Moon Geun Young', 'Yook Sung Jae', 'Shin Eun Kyung', 'Ohn Joo Wan', 'Jang Hee Jin', 'Park Eun Seok']",['Viki'],7.1,230,"Achiara is a quiet, peaceful village with hardly any crime. But on her first day of school there, English-language instructor Kim So-yoon discovers a buried corpse. As the townspeople speculate on the identity of the dead person and the reason she was killed, So-yoon and policeman Park Woo-jae become determined to solve the mystery.

—vhavnal"
The Virtual Bride,"['comedy', 'romance', 'drama', 'family']","['living with in-laws', 'older man/younger woman ']",12,17-Aug-15,22-Sep-15,"['monday', 'tuesday']",['KBS2'],75,7.3,1848,5024,2326,Not Yet Rated,"4,050","['Kim Da Som', 'Go Doo Shim', 'Ryu Soo Young', 'Kwak Hee Sung', 'Kim Yun Seo', 'Kim Sung Hwan']",['Viki'],N/A,N/A,N/A
The Virus,"['thriller', 'mystery', 'medical']","['investigation', 'suspense', 'strong male lead', 'pandemic', 'disease', 'infectious disease', 'virus', 'miniseries', 'death', 'disaster ']",10,1-Mar-13,3-May-13,['friday'],['OCN'],60,7.4,681,4355,3604,Not Yet Rated,"2,269","['Uhm Ki Joon', 'Hyun Woo', 'Lee Sae Byul', 'Lee So Jung', 'Kim Yu Bin', 'Song Young Kyu']",[],N/A,N/A,N/A
The Wedding Scheme,"['comedy', 'romance', 'family']","[""sisters' relationship"", 'mother-daughter relationship', 'illness', 'boss-employee relationship', 'marriage ']",16,2-Apr-12,22-May-12,"['monday', 'tuesday']",['tvN'],45,7.1,1102,5611,3379,Not Yet Rated,"2,489","['Kang Hye Jung', 'Lee Kyu Han', 'Lee Min Woo', 'Lee Young Eun', 'Kim  Se Jung', 'Seo Jae Kyung']",[],6.2,12,"A mother, widow, and kimchi company owner feels she's failed in raising her 4 attractive, very different, adult daughters and schemes to straighten them out by finding them husbands."
The Wind Blows,"['romance', 'drama', 'melodrama']","['ex-spouse relationship', 'hardship', 'competent female lead', 'ex relationship', 'nice female lead', 'secondary couple', 'hardworking female lead', 'fake identity', 'secret crush', 'grandma-granddaughter relationship ']",16,27-May-19,16-Jul-19,"['monday', 'tuesday']",['jTBC'],70,7.8,448,2625,4044,15+ - Teens 15 or older,"1,897","['Kam Woo Sung', 'Kim Ha Neul', 'Kim Sung Cheol', 'Kim Ga Eun', 'Lee Joon Hyuk', 'Yoon  Ji Hye']","['Viki', 'Netflix']",7.8,51,"""The Wind Blows"" is a story about a man who decided to divorce his beloved wife after suffering from Alzheimer's disease and a woman who decided to divorce her husband to have children. The plot unfolds six years later when they reunite."
The Witch's Diner,"['psychological', 'life', 'fantasy', 'supernatural']","['healing', 'older woman/younger man', 'flashback to past', 'mother-daughter relationship', 'web series', 'unlucky female lead', 'adapted from a novel', 'high school', 'hardworking male lead', 'episodic format ']",8,16-Jul-21,13-Aug-21,['friday'],"['Naver TV Cast', 'tvN']",44,8.1,7122,1234,587,15+ - Teens 15 or older,"17,032","['Song Ji Hyo', 'Nam Ji Hyun', 'Chae Jong Hyeop', 'Ha Do Gwon', 'Yoon Da Young', 'So Hee Jung']","['Viki', 'WeTV', 'iflix']",N/A,N/A,N/A
The World of the Married,"['thriller', 'romance', 'drama', 'melodrama']","['extramarital affair', 'revenge', 'strong female lead', 'lying', 'sexual content', 'successful female lead', 'friends to enemies', 'psychological', 'suspense', 'greed ']",16,27-Mar-20,16-May-20,"['friday', 'saturday']",['jTBC'],80,8.5,13671,364,213,18+ Restricted (violence & profanity),"35,045","['Kim Hee Ae', 'Park Hae Joon', 'Han So Hee', 'Park Sun Young', 'Kim Young Min', 'Chae Gook Hee']","['Disney+ Hotstar', 'iflix']",8,"2,604",A story about a married couple whose betrayal of one another leads to a whirlwind of revenge.
The Youngest Son of a Conglomerate,"['business', 'romance', 'drama', 'fantasy']","['hatred', 'embezzlement', 'conglomerate', 'wrongfully accused', 'strong male lead', 'death', 'corruption', 'strong female lead', 'revenge', 'murder ']",16,N/A,N/A,N/A,['jTBC'],60,N/A,N/A,31885,1535,15+ - Teens 15 or older,"6,559","['Song Joong Ki', 'Lee Sung Min', 'Shin Hyun Bin', 'Jo Han Chul', 'Kim Nam Hee', 'Kang Gi Doong']",[],N/A,N/A,N/A
Thirty-Nine,"['romance', 'life', 'drama']","['terminal illness', 'sismance', 'calm male lead', 'multiple mains', 'doctor female lead', 'warm female lead', 'warm male lead', 'timid female lead', 'store manager', 'fast paced romance ']",12,16-Feb-22,31-Mar-22,"['wednesday', 'thursday']","['jTBC', 'Netflix']",78,8.1,7038,1069,537,15+ - Teens 15 or older,"18,153","['Son Ye Jin', 'Jeon Mi Do', 'Kim Ji Hyun', 'Yeon Woo Jin', 'Lee Moo Saeng', 'Lee Tae Hwan']","['TVING', 'Netflix']",N/A,N/A,N/A
This Is My Love,"['romance', 'life', 'drama']","['first love', 'amnesia', 'meet again', 'time skip', 'love triangle', 'lying', ""childhood friends' relationship"", 'lovers separated', 'orphan female lead', 'second chance romance ']",16,29-May-15,18-Jul-15,"['friday', 'saturday']",['jTBC'],65,7.8,4683,2391,894,15+ - Teens 15 or older,"11,632","['Joo Jin Mo', 'Kim Sa Rang', 'Kim Yoo Ri', 'Kim Tae Hoon', 'Baek Sung Hyun', 'Yoon So Hee']","['Viki', 'Netflix']",N/A,N/A,N/A
Thousand Years of Love,"['music', 'comedy', 'romance', 'supernatural']","['web series', 'interspecies romance', 'older woman/younger man', 'musician male lead', 'immortal female lead', 'star crossed lovers', 'miniseries', 'immortality ']",10,5-Dec-16,23-Dec-16,"['monday', 'wednesday', 'friday']",['Naver TV Cast'],20,7.5,2428,3750,1547,13+ - Teens 13 or older,"6,494","['Kang Seung Yoon', 'Hwang Seung Eon', 'Kim Hee Jung', 'Jang Ki Yong', 'Kim Jin Woo', 'Lee Seung Joon']",[],5.9,33,"More than a thousand years ago from the present time, Puyeoju is the Baek Jae Empire's princess. Unlike other princesses, she is active and skilled in the arts and in sports. When the Baek Jae Empire crumbles due to a spy, Kum Hwa, she runs away with her bodyguard General Guishil Ari and falls in love with him in the meanwhile. The new conqueror Kim Yu Suk is also in love with the princess, but only receives hate in return. In a desperate attempt to win her, he kills Ari, but the princess runs away and jumps off a cliff to kill herself. While falling, she travels more than one thousand years into the future, which is our present time of 2003. Only she remains to be who she was, and she encounters Ari to be an aimless fashion designer Kang In Chul with a warm heart and bad temper. Although, he is annoyed at her ignorance of the present world, he comes to fall in love with the princess again. Fujiwara Tatsuji is the son of the Fujiwara dynasty, and once again is mysteriously attracted to the princess. Only she knows the past that holds all three of them together, but will things become an exact replica of the situation back then?"
Three Color Fantasy,"['music', 'romance', 'sci-fi', 'supernatural']","['famous lead/common lead', 'innocent female lead', 'female chases male first', 'first love', 'grim reaper female lead', 'singer male lead', 'short length series', 'father-son relationship', 'interspecies romance', 'web series ']",21,23-Jan-17,10-Feb-17,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['Naver TV Cast'],10,8,6144,1562,664,15+ - Teens 15 or older,"15,194","['Suho', 'Ji Woo', 'Yoon Jin Sol', 'Shin Hyun Soo', 'Na Hae Ryung', 'Go Gyu Pil']",[],N/A,N/A,N/A
Queen of the Ring,"['comedy', 'romance', 'drama', 'fantasy']","['magical ring', 'web series', 'beauty standards', 'youth', 'jealousy', 'lying', 'modeling', 'transformation', 'short length series', 'arrogant male lead ']",21,6-Mar-17,24-Mar-17,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['Naver TV Cast'],10,8,11760,1668,338,15+ - Teens 15 or older,"25,408","['Kim Seul Gi', 'Ahn Hyo Seop', 'Yoon So Hee', 'Hwang Jung Min', 'Jeon Noh Min', 'Lee Tae Sun']",[],N/A,N/A,N/A
Romance Full of Life,"['comedy', 'romance', 'drama', 'fantasy']","['side effect', 'human experimentation', 'break up', 'smart male lead', 'special power', 'web series', 'high intelligence', 'makeover', 'drugs', 'student ']",21,16-Feb-17,2-Mar-17,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['Naver TV Cast'],10,7.4,2792,4679,1384,15+ - Teens 15 or older,"7,352","['Yoon Shi Yoon', 'Jo Soo Hyang', 'Kang Ki Young', 'Jang Hee Ryung', 'Kim Min Soo', 'Woo Hyun']",[],N/A,N/A,N/A
The Universe's Star,"['music', 'romance', 'sci-fi', 'supernatural']","['famous lead/common lead', 'innocent female lead', 'female chases male first', 'first love', 'grim reaper female lead', 'singer male lead', 'short length series', 'father-son relationship', 'interspecies romance', 'web series ']",21,23-Jan-17,10-Feb-17,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['Naver TV Cast'],10,8,6144,1562,664,15+ - Teens 15 or older,"15,194","['Suho', 'Ji Woo', 'Yoon Jin Sol', 'Shin Hyun Soo', 'Na Hae Ryung', 'Go Gyu Pil']",[],N/A,N/A,N/A
Three Days,"['action', 'thriller', 'drama']","['political', 'bodyguard male lead', 'suspense ']",16,5-Mar-14,1-May-14,"['wednesday', 'thursday']",['SBS'],60,7.7,2811,2946,1434,Not Yet Rated,"7,055","['Park Yoo Chun', 'Son Hyun Joo', 'Park Ha Sun', 'So Yi Hyun', 'Yoon Je Moon', 'Choi Won Young']","['SBS World', 'Viki']",7.2,201,"Three shots are fired and the president of South Korea suddenly goes missing from his vacation villa. Three Days is a condensed-time thriller that follows the struggles of elite Blue House bodyguard Han Tae Kyung (Park Yoo Chun) to find and protect the president. With the aid of local police officer Yoon Bo Won (Park Ha Sun) and fellow Blue House guards, will Han Tae Kyung be able to save the president before it's too late?"
Three Friends,"['comedy', 'sitcom']","['lesbian guest character', 'lgbtq+', 'friendship ']",58,14-Feb-00,9-Apr-01,['monday'],['MBC'],53,7.7,18,64692,99999,Not Yet Rated,77,"['Jung Woong In', 'Park Sang Myun', 'Yoon Da Hoon', 'Lee Eui Jung', 'Choi Jong Won', 'Park Hyun Young']",[],N/A,N/A,N/A
Three Sisters,"['drama', 'family']","['restaurant setting', 'female centered plot', ""sisters' relationship"", 'conflict', 'nice female lead', 'widow', 'divorce ']",123,19-Apr-10,27-Oct-10,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],40,7.4,20,70063,99999,Not Yet Rated,240,"['Yang Mi Ra', 'Myung Se Bin', 'Jo An', 'Jung Jae Soon', 'Park Won Sook', 'Kyeon Mi Ri']",[],N/A,N/A,N/A
Thrice Married Woman,"['drama', 'family']",[''],40,9-Nov-13,30-Mar-14,"['saturday', 'sunday']",['SBS'],65,6.5,287,79924,5753,Not Yet Rated,"1,112","['Uhm Ji Won', 'Song Chang Eui', 'Ha Seok Jin', 'Lee Ji Ah', 'Kim Yong Rim', 'Oh Mi Yun']",['SBS World'],N/A,N/A,N/A
Through the Darkness,"['thriller', 'mystery', 'crime', 'drama']","['investigation', 'criminal profiler', 'murder', 'calm male lead', 'suspense', '1990s', 'adapted from a novel', '2000s', 'empathic male lead', 'time skip ']",12,14-Jan-22,12-Mar-22,"['friday', 'saturday']",['SBS'],70,8.7,3634,131,1021,18+ Restricted (violence & profanity),"9,980","['Kim Nam Gil', 'Jin Seon Kyu', 'Kim So Jin', 'Ryeoun', 'Lee Dae Yeon', 'Kim Won Hae']","['Prime Video', 'Viki', 'Apple TV']",N/A,N/A,N/A
Times,"['thriller', 'mystery', 'fantasy', 'political']","['time warp', 'different timelines', 'time altering', 'sci-fi', 'father-daughter relationship', 'determined female lead', 'hardworking male lead', 'death', 'investigation', 'suspense ']",12,20-Feb-21,28-Mar-21,"['saturday', 'sunday']",['OCN'],60,7.7,1176,3061,2311,15+ - Teens 15 or older,"4,094","['Lee Seo Jin', 'Lee Joo Young', 'Kim Yeong Cheol', 'Moon Jung Hee', 'Kim In Kwon', 'Moon Ji In']","['Viki', 'WeTV']",7.5,104,"A ""time warping"" political mystery drama that tells the story of Seo Jeong In, who becomes connected to reporter Lee Jin Woo from five years in the past through a phone call."
To My Beloved,['romance'],"['married life', 'ex-boyfriend comes back', 'infidelity', 'marriage', 'adapted from a novel ']",16,27-Jun-12,16-Aug-12,"['wednesday', 'thursday']",['jTBC'],70,7,374,5692,4754,15+ - Teens 15 or older,"1,488","['Kim Min Joon', 'Park Sol Mi', 'Hong Jong Hyun', 'Choi Joo Hee', 'Yoon Park', 'Choi Yeo Jin']",[],N/A,N/A,N/A
To the Beautiful You,"['comedy', 'romance', 'drama', 'sports']","['high school', 'cross-dressing', 'adapted from a manga', 'high jump', ""roommates' relationship"", 'athlete male lead', 'dormitory', 'popular male lead', 'cold male lead', 'gender bender ']",16,15-Aug-12,4-Oct-12,"['wednesday', 'thursday']",['SBS'],64,7.6,31382,3661,87,15+ - Teens 15 or older,"57,117","['Sulli', 'Choi Min Ho', 'Lee Hyun Woo', 'Kim Ji Won', 'Seo Joon Young', 'Kang Ha Neul']",['Viki'],7.2,"1,941",A high school girl who's inspired by a gold-medal High Jumper devises a scheme to motivate him by attending his school.
Today's Webtoon,"['business', 'comedy', 'life', 'drama']","[""co-workers' relationship"", 'workplace setting', 'nice female lead', 'hardworking female lead', 'webtoon artist supporting character', 'manhwa artist supporting character', 'editor female lead', 'positive female lead', 'strong female lead', 'adapted from a manga ']",16,29-Jul-22,17-Sep-22,"['friday', 'saturday']","['SBS', 'Viki', 'ViuTV']",70,8.2,1157,824,936,15+ - Teens 15 or older,"10,976","['Kim Se Jeong', 'Choi Daniel', 'Nam Yoon Su', 'Ko Chang Seok', 'Jang Sung Yoon', 'Kim Gab Soo']",['Viki'],7.9,80,The story is about a woman who struggles together with her coworkers to mature into a true webtoon editor after joining the webtoon editorial department.
"Toji, the Land","['romance', 'drama']",['adapted from a novel '],52,27-Nov-04,22-May-05,"['saturday', 'sunday']",['SBS'],60,7.2,20,73108,99999,Not Yet Rated,151,"['Yoo  Joon Sang', 'Kim Hyun Joo', 'Kim Hee Joon', 'Kim Mi Sook', 'Oh Hyun Chul', 'Kim Ji Young']",['SBS VOD'],N/A,N/A,N/A
Tokyo Sun Shower,['romance'],"['actress female lead', 'flashback to past', 'second chance romance', 'chef', 'miniseries ']",4,2-Jun-08,10-Jun-08,"['monday', 'tuesday']",['SBS'],N/A,7.1,141,74372,10335,15+ - Teens 15 or older,396,"['Kim Sa Rang', 'Kim Tae Woo', 'Jin Goo', 'Otani Ryohei', 'Ivy']",[],N/A,N/A,N/A
Tomorrow,"['action', 'thriller', 'drama', 'fantasy']","['grim reaper male lead', 'underworld', 'death', 'suicide', 'afterlife', 'suicide prevention', 'grim reaper female lead', 'attempted suicide', 'coma', 'team leader female lead ']",16,1-Apr-22,21-May-22,"['friday', 'saturday']","['MBC', 'Netflix']",60,8.9,18812,49,165,15+ - Teens 15 or older,"39,871","['Kim Hee Sun', 'Rowoon', 'Lee Soo Hyuk', 'Yun Ji On', 'Kim Hae Sook', 'Kim Nu Ri']",['Netflix'],7.8,"8,815","Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions."
Tomorrow Boy,"['romance', 'life', 'youth']","['hardworking male lead', 'miniseries', 'web series', 'poor male lead', 'secret crush', 'student', 'school', 'poor family', 'high school', 'rich woman/poor man ']",5,28-Mar-16,25-Apr-16,N/A,['Naver TV Cast'],16,7,1136,5758,2837,Not Yet Rated,"3,136","['Cha Hak Yeon', 'Kang  Min Ah', 'Yeo Woon', 'Moon Ji In', 'Yoon Hee Seok', 'Jun  In Taek']",['Viki'],5.8,11,"A romantic and youthful story of Ahn Tae-pyung, a handsome and high-spirited boy who's taking care of his grandmother and four siblings after his parents passed away, and Jo Ara, a wealthy girl who has a crush on him."
"Tomorrow, with You","['romance', 'drama', 'melodrama', 'supernatural']","['time travel', 'time manipulation', 'eccentric female lead', 'steamy kiss', 'successful male lead', 'rich man/poor woman', 'adult romance', 'cold man/warm woman', 'clingy female lead', 'hardworking female lead ']",16,3-Feb-17,25-Mar-17,"['friday', 'saturday']",['tvN'],60,8,14627,1451,178,15+ - Teens 15 or older,"38,175","['Lee Je Hoon', 'Shin Min Ah', 'Jo Han Chul', 'Kang Gi Doong', 'Park Joo Hee', 'Baek Hyun Jin']","['WeTV', 'Netflix', 'K-DRAMA', 'Viki']",N/A,N/A,N/A
Top Management,"['romance', 'life', 'drama', 'supernatural']","['love triangle', 'bromance', 'poor female lead', 'male chases female first', 'precognition', 'web series', 'adapted from a web novel', 'idol male lead', 'talent manager female lead', 'age gap [real life] ']",16,31-Oct-18,16-Nov-18,['wednesday'],N/A,30,7.7,3982,3053,785,G - All Ages,"13,301","['Seo Eun Soo', 'Ahn Hyo Seop', 'Cha Eun Woo', 'a.mond', 'Jung Yoo Ahn', 'Lee Joo Seung']",[],7.1,161,Storyline follows the development of a kpop group who got caught up in a scandal. With the help of their manager who can see brief glimpses of the future they have to face the war that the entertainment business is to not be forgotten.
