kdrama_name,imdb_rating,imdb_users,imdb_description
Taejo Wang Geon,8.4,18,"This drama is about Emperor Wang Gun, the founder of the Goryo Dynasty."
"Take Care of Us, Captain",7.4,88,"Han Da Jin is an inspired pilot who tragically loses both of her parents after graduating from a prestigious pilot school in the US. She looses her faith in flying, but finds a reason to fly again to make her father proud. Kim Yoon Sung was Han Da Jin's fathers student and became a pilot under his studies, but after he tragically causes Han Da Jin's mother to die on the flight from Korea to San Francisco he loses faith in flying as well. Kim Yoon Sung finds his desire to fly again and turns out to be a successful captain. Han Da Jin and Kim Yoon Sung start to work together as captain and co-pilot, but Han Da Jin's way to become a successful captain is not guaranteed as Kim Yoon Sung wants to teach her the basics from the start. Also on the way of Han Da Jin's success is Kang Dong Soo, a flight tower manager who first brings the not pretty side in Han Da Jin.

—Anonymous"
Tale of the Nine Tailed,7.9,"4,690",An urban dark fantasy drama about a gumiho who settles into the city and a producer who is after it.
Taxi Driver,8,"2,717",The story of a deluxe taxi driver who gets revenge on behalf of his passengers. It is based on the webtoon Deluxe Taxi by Carlos and Lee Jae-jin
Tazza,7.8,74,Go Ni suffers an incredible loss when his mother and stepfather die because of Young Min. He later ends up in jail where he meets people who will change his life forever. Go Ni learns from a top tazza player in hopes of getting revenge.
Tell Me What You Saw,7.7,732,An eccentric genius profiler works with a detective with photographic memory and a police chief to go after a serial killer who was thought to be dead.
Temperature of Love,7,554,"About the love between a writer who is elder than the person she loves, the chef."
Temptation,7.1,72,"A rich femme fatale is willing to bail out a married man mired in a huge debt, but at a very high cost – one that could ruin his life and his marriage."
Temptation of Wife,7.7,77,"The drama tells the story of a woman named Goo-Eun Jae who was hurt by her husband, Gyo-Bin and best friend Shin-Aeri, Goo-Eun Jae finally took revenge on the two people who had destroyed her life and family. Can he avenge all his revenge ???

—Gafri Ariansyah"
Tempted,7.1,"1,819","Kwon Shi Hyun, Choi Soo Ji and Lee Se Joo are a collection of messy ties, all from backgrounds of privilege and wealth. Kwon Shi Hyun and Choi Soo Ji are best friends and she is the current object of his affections. Soo Ji is very possessive of Shi Hyun, who has asked her to marry him to spite their parents, who will be marrying each other soon. Seeing an opportunity for revenge against the man who snubbed her, Soo Ji makes a proposition to Shi Hyun who is an expert at seduction to the point that it's something of a hobby. If Shi Hyun can get Eun Tae Hee, the first love of a man who snubbed her and a notoriously cold-shouldered girl who thinks being swayed by love is pathetic, to fall in love with him so he can break her heart - she'll agree to marry him. Shi Hyun, wholly confident in his ability to play the game, accepts. But when these games of seduction and revenge turn into something real, everyone involved finds themselves drawn into something far more serious than they had ever anticipated."
Thank You,7.7,200,"Dr. Min Ki Seo went to Blue Island to fulfill his deceased girlfriend's last wish to find the single mother and her little girl who was infected by HIV and to apologize to them on her behalf as she had unknowingly given the girl tainted blood when she was being treated at the hospital. Lee Young Shin, the single mom, was having a hard time caring for her grandfather who has Alzeimer's and keeping her daughter's HIV condition a secret while teaching her how to live with it. Min Ki Seo was an arrogant person who looked down on people and in meeting Lee Young Shin who accepted her fate and tried to make the best of it despite all odds, he slowly changed for the better and became a warm and caring person.

—DramaWiki"
The Banker,7.2,15,"A re-make of the Japanese ""Auditor Nozaki Shuhei"", it is the story of a bank auditor who pursues justice and the changing of policies in an era where the economic bubble is collapsing, and financial authorities are in battle over money and power.

—HanCinema"
The Birth of a Family,8.8,9,A drama about an adopted woman who struggles to make a family.
The Blade and Petal,7.1,37,"In the final years of the Goguryeo kingdom, a deep unrest stirs within the court. General Yun Gae Soo Moon (Choi Min Soo), a voracious political player, sets his eyes on the throne, forcing King Young Ryu (Kim Young Chul) to hatch an assassination of the would-be military dictator. However, General Yun catches onto the plan and strikes with a bloody execution of the king and his council. Young Princess Moo Young (Kim Ok Bin) survives and vows to exact vengeance on the General one day, eventually becoming a spy who infiltrates his camp. However, the princess falters when she falls in love with Yun Choong (Uhm Tae Woong), the general's illegitimate son, who will do anything to be acknowledged by his distant father."
The Bride of Habaek,6.9,"2,857","The Water God Habaek visits earth to fulfill his mission with the help of his servant in the human world, named psychiatrist Yoon So Ah, whose ancestor have promised to serve The Water God for generations. Unfortunately she doesn't believe in the gods and mistakes him for a delusional patient. Things get even more strange, when The Wind god Bi Ryum, The Water Goddess Mu Ra, and Demi-God Hu Ye shows up to complicate things. What will happen now.

—Shuvo Hasan"
The Chaser,7.7,57,"Detective Baek Hong-Suk lost his 15-year-old daughter in a car accident and his wife died from shock shortly afterwards. He then searches for the truth related to his daughter's death and learns that it is tied into a conspiracy. Reporter Seo Ji-Won is the large corporation owner's daughter. She helps Hong-Suk to uncover the truth. While covering the story, she finds out that her brother-in-law, a top presidential candidate, is involved in corruption. Ji-Won comes into conflict between her family and the truth.

—MyDramaList"
The Cursed,7.1,486,"""The Cursed"" is about a teenage girl who has the ability to bring death by using names, photos, and belongings, and a just social issues reporter, fighting against the massive evil hidden behind an IT conglomerate."
The Crowned Clown,8,968,"The story takes place in Joseon period, when power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the King puts a clown, who looks exactly like him, on the throne."
The Devil,8,137,"A policeman, a lawyer, and a librarian with the power of psychometry all become involved in a twisting tale of murder and revenge that has links to their past."
The Devil Judge,8.3,"2,570","During a time of chaos, a judge turns the court into something like a reality show and punishes evil people mercilessly."
The Emperor: Owner of the Mask,7.4,624,"Set in the 18th-century Joseon, it tells the story of Crown Prince Lee Sun and his fight against a powerful and wealthy organization Pyunsoo hwe, who controls the country behind the scenes. He becomes a hope for the people who suffer from lack of water due to the greed of Pyunsoo hwe, who tried to privatize the nation's water supply. With the help of the woman he loves, Ga-eun, Lee Sun overcomes adversity and grow as a just ruler.

—Anonymous"
The End of the World,6.4,8,N/A
The Family is Coming,6.1,15,N/A
The Fiery Priest,8.2,911,A drama about a Catholic priest with anger management issues and a detective from the Gudam Police Station who meet during their joint investigation into the murder of an elderly priest.
The Fugitive of Joseon,7.8,92,"Set during the reign of King Injong, the protagonist is a royal physician desperate to cure his ailing daughter. He becomes a fugitive when he gets entangled in an assassination plot to poison the crown prince, and fights to save both his daughter's life and his own."
The Game: Towards Zero,7.2,233,"When Kim Tae Pyung looks into a person's eyes, he can see the moment preceding their death. He partners with Detective Seo Joon Young to solve a serial murder case."
The Ghost Detective,6.9,168,Lee Da Il is a private investigator. Jung Yeo Wool becomes his assistant to solve a mystery related to her younger sibling's death. They work together to solve other mysterious crimes.
The Good Detective,7.5,800,A drama about the race between people who want to get closer to the truth and those who want to cover it up.
The Good Wife,7.1,131,"A husband (Yoo Ji-Tae) works as a successful prosecutor and his future appears bright, but he gets arrested for corruption in a political scandal. His wife (Jeon Do-Yeon) worked as an attorney prior to their marriage, now resumes her career after a 13 year hiatus. She begins to find her true identity."
The Great Merchant,6.7,16,"This drama depicts the life of Kim Man Deok, a woman born on Jeju Island who transcended her lowly status as a gisaeng as well as the restraints of her birthplace, considered at the time to be a remote place of exile, to become a successful female merchant in the Joseon Era. She later became a famous model of virtue and nobility when she donated all her assets to aid the residents of Jeju during a famine, saving countless lives.

—MyDramaList"
The Great Seer,7.8,72,The story set in the late Goryeo Dynasty in which a group of Feng Shui advisers to the government authorities help the hero Lee Sung Gye become the first king of the Joseon Dynasty.
The Great Show,7.1,113,"Wie Dae Han is an ex-lawmaker and is a materialistic kind of politician. He wants to get elected as lawmaker again. One day, 18-year-old girl Da Jung comes to him. She tells him that he is her real father. Her mother raised four children, including Da Jung, alone, but she died in a hit-and-run accident. Da Jung is the only one now taking care of her 3 younger siblings. Wie Dae Han accepts Da Jung and her 3 younger siblings. He carries out ""The Great Show"" to become a lawmaker again.

—http://asianwiki.com/The_Great_Show"
The Greatest Love,7.8,"1,079","Gu Ae-Jeong, a wash out idol, meets famous actor Dokgo-Jin by chance. Off to a bad start, a series of rumors makes them get involved in each other's careers and boosts Ae-Jeong's popularity enough to participate in a match making show."
The Greatest Marriage,6.7,137,"While the love lives and marriages of those around her unfold, a famous news anchor makes the controversial choice to become a single mother."
The Innocent Man,7.7,"1,931","Kang Ma-Ru is a promising medical student, until he takes the blame for a crime he didn't commit. When he finds an opportunity for revenge, he takes it, using Seo Eun-Gi. Ma-Ru soon discovers that are things more important than revenge, though.

—Lily Cooper"
The K2,7.8,"6,322","Kim Je Ha is a former soldier for hire. He is also called K2. He is hired as a bodyguard by Choi Yoo Jin. Choi Yoo Jin is the wife of Jang Se Joon, who is running for president. Meanwhile, Go Anna is the reclusive illegitimate daughter of Jang Se Joon whom Je Ha has to guard."
The Killer's Shopping List,7,141,"One day, a dead body is found at an apartment near the supermarket. Finding this murder odd, Dae-sung, his mother, and his girlfriend Ah-hee gather around to find the real murderer, starting by looking through the receipts of the market."
The King 2 Hearts,7.6,"1,345",The crown-prince of South Korea is forced to work alongside a female North Korean military officer. Political and emotional complications lead to an uneasy marriage engagement.
The King and I,7.8,29,"It's about Kim Cheo Seon's life during the Joseon Dynasty. Kim Cheo Seon was a loyal and faithful eunuch for various Kings, such as the 5th King, Munjong, and the 10th King, Yeonsangun, during the Joseon era."
The King of Dramas,7.6,109,"Untypical Korean drama plot with 'no melodrama' about putting together an untypical Korean drama with no melodrama. Fast-paced and full of twists, revenge, greed and fun."
"The King of Tears, Lee Bang-won",3.2,130,"The King of Tears, Lee Bang-won sheds new light on leader Yi Bang-won who took the initiative to establish the Empire of Joseon during the end of the Goryeo Dynasty and early Joseon Dynasty when the ancient order of Goryeo was destroyed and the new order of Joseon was created. It is based on real persons and real events.

—KlfOpera"
The King: Eternal Monarch,8.1,"11,275","A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective."
The King's Affection,7.9,"2,912","The story is set during the Joseon Dynasty when twins were considered an ominous sign. When the Crown Princess Consort gives birth to twins, an order is sent to kill the daughter. To save her, she is secretly sent out of the palace."
The King's Face,6.9,118,"Gwanghae (Seo In-guk), a son of a concubine, becomes the crown prince of Joseon . For the next 16 years, the illegitimate prince lives through conflicts, enduring death threats and dethronement attempts. Gwanghae's relationship with his father King Seonjo (Lee Sung-jae) was contentious. The two become rivals both in politics and love. Using physiognomy as a weapon and means to gain power, Gwanghae enlists a face-reading fortuneteller to help him become the next king.

—jaybeedormido"
The Lady in Dignity,7.5,237,"The story of an elegant Cheongdam-dong woman named Woo Ah Jin, who relished a life of luxury by marrying a quasi-chaebol son, until Park Bok Ja walks into her life."
The Last Empress,7.1,569,"Set in an alternate universe, in which Korea is a constitutional monarchy in 2018, Oh Sunny is a bright and vivacious musical actress who marries the emperor. She becomes involved in the palace power struggle and a mysterious murder that sets off events that threaten the monarchy itself, while searching for true love and happiness. But, she ends up falling in love with Na Wang Sik who works as a bodyguard for the imperial family. He started working in the palace to take revenge on the person responsible for his mother's death."
The Light in Your Eyes,7.9,738,This story is about a woman who loses all her time before she can use it up and a man who gives up all of his radiant moments and lives a lethargic life.
The Lover,7.3,161,Follows the relationships of four couples living together in an apartment building.
The Master of Revenge,7.8,40,"When Moo-Myung was young, he had an once-in-a-lifetime event. He walked into orphanage by himself. To take revenge, he attempts to become a Master of Noodles."
The Merchant: Gaekju 2015,7.6,42,"Many great men come from humble beginnings. During the end of the tumultuous Chosun Dynasty, Chun Bong Sam is a poor peddler who inherits a run-down inn. Through hard work and perseverance against a corrupt bureaucracy, Bong Sam achieves great success and becomes a powerful merchant. Can he help shape the way that industry and business should be done in the emerging modern era?

—Burly."
The Miracle,6.3,217,"How could twin sisters be such polar opposites? Kwon Shi Ah is the beautiful sister, gorgeous in every way and a member of the popular girl group known as Miracle Girls. Since she was in preschool, Shia has worked as a model and then a teen actress before becoming an idol. Her fraternal twin sister, Shi Yeon, is almost double the body size of Shi Ah and has always been ridiculed and bullied in school for her large frame."
The Musical,6,31,"Musical drama about the dreams and love of musical actors. Go Eun Bi is a medical student who loves musical, and her dream is to be a professional musical actress.Hong Jae-Yi is one of the best Korean song composers who quit musical and leaved Korea after his girlfriend (Bae Kang Hee) broke up with him and married to another man, but now he comes back, and by accident he meet Go Eun Bi. He plans to help her achieve her dream. Hong Jae Yi believes that Eun Bi will be a better actress than Kang Hee,besides a love triangle makes happen between three of them...

—Anonymous"
The Package,7.4,360,"Yoon So-So (Lee Yeon-Hee) works as a travel guide in France. She leads a group of tourists on a package tour. The travelers all have their own stories. San Ma-Roo (Jung Yong-Hwa) joined the tour after being dumped by his girlfriend. Kim Gyung-Jae (Choi Woo-Sik) has been dating for the past 10 years. A mysterious man (Yoon Park) seems to follow Yoon So-So. Jung Yeon-Sung (Ryu Seung-Soo) joined the package tour with a partner, but he will not reveal what kind of relationship they are in. Han So-Ran (Ha Shi-Eun) is a web designer and agonizes over staying single or marriage. Oh Gab-Soo (Jeong Gyu-Su) is extremely stubborn. Han Book-Ja (Lee Ji-Hyeon) spent most of her life taking care of her husband. Na Hyun (Park Yoo-Na) is a woman whom other people cannot guess her age. They all do not want to become involved in each other's personal lives, but, while they travel together, they become closer and develop relationships.

—Julianne Alice"
The Penthouse: War in Life,7.9,"2,723","The story of a woman who strives to achieve her goal of entering high society by becoming the ""queen"" in the 100th floor penthouse in Gangnam, the pinnacle of success in her eyes."
The Princess' Man,8.2,562,"Featuring breathtaking cinematography and gorgeous locations, The Princess's Man is a lush historical romance that captivated audiences in 2011."
The Queen of Office,7.7,58,"Temporary employee Ms. Kim (Kim Hye-Soo) is a remarkable woman. She possesses highly advanced skills in seemingly all work fields. She's also highly confident and always sticks to her ideals. Jang Kyu-Jik (Oh Ji-Ho) is a hot-shot foreign educated MBA, hired to turn around a flagging corporation. As they begin work together at their new jobs, can they ever co-exist?

—Daniel Hur"
The Queen's Classroom,7.8,80,Discord prevails in the classroom as sixth grade students struggle to meet the rigid expectations of their impassive teacher.
The Return of Hwang Geum-bok,7.9,11,"A mother dedicates her life to the betterment of her daughter. Nevertheless, the daughter is ashamed of her poor mother. After her mother disappears, the daughter comes to terms with the magnitude of her mother's sacrifice."
The Royal Gambler,7.6,247,Dae-Gil and King Yeongjo enter a match. Dae-Gil bets his life and King Yeongjo bets the entire Kingdom of Joseon on the outcome.
The Running Mates: Human Rights,7.7,15,N/A
The Scholar Who Walks the Night,7.3,935,"Set in an alternate Joseon dynasty, Jo Yang-sun (Lee Yu Bi) is the daughter of a nobleman whose family loses everything when her father is framed for treason. To make ends meet, Yang-sun begins cross-dressing as a male bookseller, and meets the handsome and mysterious scholar Kim Sung-yeol (Lee Joon Ki), who works at the Hongmungwan. Sung-yeol is a vampire, and he continues to be haunted by the long-ago death of his first love Lee Myung-hee, especially when he meets Myung-hee's present-day doppelgänger Choi Hye-ryung (Kim So Eun), an aloof nobleman's daughter. Meanwhile, the evil vampire Gwi (Lee Soo Hyuk) resides in the royal palace and uses his powers and political machinations to prevent the Crown Prince Lee Yoon (Shim Chang-Min) from ascending the throne.

—kathleen alicia"
The School Nurse Files,6.4,"1,215","Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see."
The Secret Life of My Secretary,7.3,"1,046","Do Min Ik is an intelligent, perfectionist man with a heart of stone , and the Chief of Team 1 at T&T Mobile Media who always relies on his secretary, the hot-tempered Jung Gal Hee. Although she diligently carries out the tasks her mean boss instructs her to do, she does not hold back in saying what she wishes to say. Will an office romance blossom?

—AJ at MyDramaList"
The Secret of My Love,6.5,7,N/A
The Silent Sea,6.9,"19,908","During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets."
The Smile Has Left Your Eyes,7.9,"1,239","A detective takes on a murder case that was disguised as suicide and becomes obsessed with solving it. But his younger sister falls in love with a man that is somehow connected to the murder. The detective tries to push the two away from each other, because he knows the man isn't a good person but the young woman has sympathy for him."
The Sound of Magic,7.7,"2,981","When she was little, Yun Ai dreamed of becoming a magician. But in reality, she's just a high school student who can't even afford new socks. After meeting a mysterious magician at a carnival, she decides to follow her dream."
The Sound of Your Heart,8.2,"1,151","Based on the longest-running webtoon ""Maeum-ui Sori"" in Korea, ""Sound of your heart"" is a story about Cho Seok, an aspiring comic writer, and his strange family."
The Spies Who Loved Me,6.2,170,"""The Spy Who Loved Me"" is a suspenseful romantic comedy about a woman who inadvertently gets caught up in the world of espionage."
The Suspicious Housekeeper,7.5,158,"A drama about a housekeeper Park Bok Nyeo, who gets hired to work for a family which has just lost its mother, leaving just the father and 4 children. But, she's strange. She is unsociable housekeeper who is perfect in what she does around the house but doesn't smile or show her feelings due to her mysterious past. Bok Nyeo will help the family healing process and rebuild their bonds.

—DramaWiki"
The Tale of Nokdu,7.8,"1,248","Jeon Nok Du is a man with extraordinary ambition to experience the big, wide world. With looks, brains, and athletic abilities, he is the epitome of perfection. After being swept up in an incident, he disguises himself as a woman to join a mysterious all-woman community and meets Dong Dong Joo. Dong Dong Joo is a prickly gisaeng trainee. Along with her fiery personality, she is clumsy, has absolutely no sense of rhythm, and is tone-deaf, which makes all of her peers look after her. However, she is skilled with her hands as she can make anything if given the right tools. Unable to stand injustice, she speaks her mind."
The Third Charm,6.2,332,The series tells the 12 year love story of two people with completely opposite personality.
The Three Musketeers,7.3,121,"Park Dal Hyan, wishing to become a soldier, becomes involved with the Crown Prince and his faithful warriors who called themselves the 'Three Musketeers' in a Joseon ruled by a weak king and in conflict with the Quing dynasty."
The Time We Were Not in Love,7.2,388,A romantic story of two best friends who were friends for last 20 years but never realize they have been in love all the time.
The Uncanny Counter,8,"6,195","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans."
The Veil,7.5,775,"A spy investigation show with a story about a top National Intelligence Service (NIS) agent. In his endeavor to uncover the internal traitor that brought him to his downfall, he confronts a much bigger enemy behind the organization."
The Village: Achiara's Secret,7.1,230,"Achiara is a quiet, peaceful village with hardly any crime. But on her first day of school there, English-language instructor Kim So-yoon discovers a buried corpse. As the townspeople speculate on the identity of the dead person and the reason she was killed, So-yoon and policeman Park Woo-jae become determined to solve the mystery.

—vhavnal"
The Wedding Scheme,6.2,12,"A mother, widow, and kimchi company owner feels she's failed in raising her 4 attractive, very different, adult daughters and schemes to straighten them out by finding them husbands."
The Wind Blows,7.8,51,"""The Wind Blows"" is a story about a man who decided to divorce his beloved wife after suffering from Alzheimer's disease and a woman who decided to divorce her husband to have children. The plot unfolds six years later when they reunite."
The World of the Married,8,"2,604",A story about a married couple whose betrayal of one another leads to a whirlwind of revenge.
Thousand Years of Love,5.9,33,"More than a thousand years ago from the present time, Puyeoju is the Baek Jae Empire's princess. Unlike other princesses, she is active and skilled in the arts and in sports. When the Baek Jae Empire crumbles due to a spy, Kum Hwa, she runs away with her bodyguard General Guishil Ari and falls in love with him in the meanwhile. The new conqueror Kim Yu Suk is also in love with the princess, but only receives hate in return. In a desperate attempt to win her, he kills Ari, but the princess runs away and jumps off a cliff to kill herself. While falling, she travels more than one thousand years into the future, which is our present time of 2003. Only she remains to be who she was, and she encounters Ari to be an aimless fashion designer Kang In Chul with a warm heart and bad temper. Although, he is annoyed at her ignorance of the present world, he comes to fall in love with the princess again. Fujiwara Tatsuji is the son of the Fujiwara dynasty, and once again is mysteriously attracted to the princess. Only she knows the past that holds all three of them together, but will things become an exact replica of the situation back then?"
Three Days,7.2,201,"Three shots are fired and the president of South Korea suddenly goes missing from his vacation villa. Three Days is a condensed-time thriller that follows the struggles of elite Blue House bodyguard Han Tae Kyung (Park Yoo Chun) to find and protect the president. With the aid of local police officer Yoon Bo Won (Park Ha Sun) and fellow Blue House guards, will Han Tae Kyung be able to save the president before it's too late?"
Times,7.5,104,"A ""time warping"" political mystery drama that tells the story of Seo Jeong In, who becomes connected to reporter Lee Jin Woo from five years in the past through a phone call."
To the Beautiful You,7.2,"1,941",A high school girl who's inspired by a gold-medal High Jumper devises a scheme to motivate him by attending his school.
Today's Webtoon,7.9,80,The story is about a woman who struggles together with her coworkers to mature into a true webtoon editor after joining the webtoon editorial department.
Tomorrow,7.8,"8,815","Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions."
Tomorrow Boy,5.8,11,"A romantic and youthful story of Ahn Tae-pyung, a handsome and high-spirited boy who's taking care of his grandmother and four siblings after his parents passed away, and Jo Ara, a wealthy girl who has a crush on him."
Top Management,7.1,161,Storyline follows the development of a kpop group who got caught up in a scandal. With the help of their manager who can see brief glimpses of the future they have to face the war that the entertainment business is to not be forgotten.
Touch,7,78,"Cha Jung Hyeok was a popular make-up artist, who pursued perfection, but he is now in debt and unemployed. Han Soo Yeon has been a trainee to become an idol for 10 years. She takes part in an audition program to become an idol. A mysterious case causes Han Soo Yeon to get booted from the program. She then finds her new aptitude, which is a make-up artist. By chance, Han Soo Yeon meets Cha Jung Hyeok who is back as a make-up artist. She begins working as his assistant and they fall in love with each other. Meanwhile, Baek Ji Yoon is a top actress who has a strong desire for success. Kang Do Jin is a popular actor."
Touch Your Heart,7.6,"3,321","A romance between a lawyer and a top actress, whose life goes downhill after becoming caught up in a scandal with a third generation chaebol. She fakes her position to become the lawyer's secretary in order to star in a famous writer's drama."
Tracer,7.7,76,The series revolves around the people working at the National Tax Service.
Train,8,836,A sci-fi melodrama about a man who tries to protect his beloved from a serial killer in a parallel universe.
Trap,7.2,136,"Kang Woo Hyun is a respected anchor at a broadcasting station. He has a lovely family and he is asked to enter the political field. His life seems perfect. One day, he goes on a trip with his family and a tragic situation occurs. Meanwhile, Go Dong Kook is a veteran detective. He takes Kang Woo Hyun's case and investigates."
True Beauty,8,"6,781","After being bullied and discriminated because of her ugly looks, a high school girl transforms herself into a gorgeous ""goddess"" and quickly rises to fame after mastering the art of makeup via online tutorial videos."
Tunnel,8.3,"2,906",A detective follows the trail of a serial killer 30 years into the future and teams up with detectives in that time period to find the culprit.
Twelve Nights,6.5,53,"""12 Nights"" is a travel romance drama that tells the story of a man and a woman who spend 12 nights together during their three trips."
Two Cops,7.1,426,Cha Dong-Tak is a detective in pursuit of justice. A swindler's spirit takes possession of his body. The detective and swindler's spirit cooperate to solve cases. The detective falls in love with a reporter.
Two Mothers,7.4,19,N/A
Ugly Alert,8.4,52,"Joon-soo is sent to prison for a murder he didn't commit. During his incarceration, Joon-soo is taught how to sew. After his release, Joon-soo is hired by a fashion company. Joon-soo eventually falls in love with a co-worker named Do-hee."
Unasked Family,7.4,12,"When Kang Yeo-Won was a university student, she dreamed of becoming a reporter. An unexpected pregnancy, caused her to change that dream. She is now a housewife and she is busy taking care of her troublemaker in-laws, raising her child and managing her family's finances. Her husband gets into an accident and her life changes. Meanwhile, Bong Chun-Dong grew up in an orphanage with his younger sister. He had a heart disease, but he was able to get an operation due to Hwang Byung-Rae. He is now a grown man. Bong Chun-Dong passes his bar exam, but he works for Hwang Byung-Rae."
Uncle,8.4,75,A music drama about an unemployed uncle and his 12-year-old nephew.
Uncontrollably Fond,7.8,"2,953","The memory of their painful breakup still fresh in their minds, two former lovers reunite years later as a top actor and a documentary producer."
Undercover,7.7,187,"A female civil-rights lawyer begins to doubt her husband, whom she has been married for 20 years."
Unkind Ladies,6.6,33,"New episodes will be released every Thursday and Friday! Motherhood and sisterhood come full circle in this heartwarming glimpse into the lives of three generations of women. As a single mother, Kang Soon Ok (Kim Hye Ja) often laments her misfortunes, while her daughters Kim Hyun Sook (Chae Si Ra) and Kim Hyun Jung (Do Ji Won) also struggle with their own. But when Hyun Sook's daughter Jung Ma Ri (Lee Ha Na) becomes an unlikely source of wisdom, the entire family begins to view life differently. Will they realize just how lucky they really are?"
Unknown Woman,2.7,46,N/A
Unstoppable Marriage,8.5,17,N/A
Untouchable,7.4,65,"The city of Bukcheon has been dominated by the Jang family for 3 generations. Jang Joon-Seo (Jin Goo) is the second son of family leader Jang Beom-Ho. A woman who Jang Joon-Seo loves dies. After that, he tries to reveal the truth about her death and a secret from his family."
Vagabond,8.2,"8,130",An ordinary man who comes across surprising circumstances that place him in the center of a huge corruption scandal.
Vampire Idol,6.9,28,"Young Vampire prince, from Vampire planet visits earth to see live performance of his favorite Idol contender, and remains stuck there with his three trusted and loyal servants. He then decides to join competition himself."
Vampire Prosecutor,7.6,239,"Head Prosecutor, Min Tae-yeon, was bitten by a vampire. Now he uses his new supernatural powers to solve crime."
Vincenzo,8.4,"16,873","During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice."
VIP,7.6,354,A woman whose seemingly perfect life is turned around when an anonymous messenger tells her her husband is having an affair.
Voice,7.6,"2,042",Revolves around an emergency call center and the employees who attempt to fight crime using the limited information they get from the urgent calls they receive.
W,8.1,"10,274",A love story between a couple in their early thirties. They belong to the same era but alternate realities.
Wanted,7.1,79,The story about an actress whose son has been kidnapped and she is going to do all the tasks Kidnapper assigns her during a live reality show in order to save her child.
Warm and Cozy,6.8,415,A romantic drama of a man and a woman of opposite personalities and different aims gradually fall in love with each other.
Watcher,7.8,414,"The lives of Do Chi Gwang, Kim Young Koon and Han Tae Joo were destroyed by a tragic affair. They became members of an internal affairs investigation team for the police and they try to dig up the truth on who is behind the tragic affair."
We Are Dating Now,7.2,33,"Ho-Jung is a cute, naive girl who often falls head over heals with the wrong guys. Both Ho-Jung and Kyu-In, her neighbor, are idealistic about love. They start off on the wrong foot and treats each other as if they were siblings, constantly fighting. Ho-Jung's friend Cha Hee has a thing for Kyu-In and Ho-Jung later realizes that she too has feelings for him. Ho-Jae, Ho-Jung's brother, is a player, who has good physical features. Things start to get complicated for Ho-Jae when he falls for Ho-Jung's friend Soo-Ji, who does not have a physical appeal but has a good personality and intelligence."
Weightlifting Fairy Kim Bok-joo,8.4,"8,858","A coming-of-age story about a group of college athletes who are fighting for their dreams, experiencing and finding love in the process, and growing every step of the way."
Welcome,7.2,451,"Adapted from the webtoon series ""Welcome"", this TV series tells the story of graphic designer Kim Sol Ah who brings home a cat, unaware that the animal can turn into a human being."
Welcome 2 Life,7.2,156,A lawyer who turns his life around to become a more sincere and honest person.
Welcome to Wedding Hell,6,140,"A marriage proposal is supposed to be a happy ending. But for one couple, it becomes the beginning of an uphill struggle over wedding preparations."
What's Wrong with Secretary Kim,8.1,"11,884",A romance between perfect but narcissistic second generation heir and his capable assistant.
When I Was the Most Beautiful,6.9,107,A healing drama emphasizing the end of suffering and the belief that everyone deserves to be happy. It deals with the love of a woman and two brothers.
When My Love Blooms,7.5,367,"Jae-hyun and Ji-soo fell in love when they were university students. Twenty years later, they cross paths once again: Jae-hyun has become a successful businessman, while Ji-soo is a mother and a contract worker living a difficult life."
When the Camellia Blooms,7.9,"2,519","A love story of the single-parent Dongbaek, the owner of Camellia Bar among a small neighborhood, who is also being the next murder target of a serial killer case."
When the Devil Calls Your Name,7.5,184,"The series is about a man who sold his soul to a devil ten years ago to obtain fortune and fame. As his contract is soon to expire, he tries to make a deal with the devil using his life as collateral."
When the Weather Is Fine,7.8,"1,241","A story about forgiveness, healing and love taking place around a small book store in the countryside."
Where Stars Land,7.1,926,Two people overcome ups and downs in their lives to find true romance and make dreams come true at Incheon International Airport.
Which Star Are You From,7.2,37,"Movie director Choi Seung-hee catches sight of a young lady that mysteriously looks like his dead girlfriend. Struck by the resemblance, he cannot help but to follow her."
While You Were Sleeping,8.3,"7,151","The drama is about a woman, Nam Hong Joo, who can see accidents that take place in the future through her dreams. And a prosecutor, Jung Jae Chan, who struggles to stop the woman's dreams from coming true."
Whisper,7.1,187,"Shin Young Joo is a female detective, a section chief with charisma, although she spends most of her time with petty criminals. She has to pay the debt of her family and often speaks harshly, but inside she has a golden heart. Lee Dong Joon is a righteous elite judge, brilliant in mind, but with a warm heart and he always has a friendly ear for those who are weak. Both work together to solve a case of corruption, involving the greatest law firm of the nation, Taebak, which turns out to be one of the biggest scandals ever.

—MyDramaList"
